Dex No,Name,Base Name,Type 1,Type 2,BST,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Poke-Images
989,Sandy Shocks,Sandy Shocks,ELECTRIC,GROUND,570,85,81,97,121,85,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Wormadam.png?raw=true
769,Sandygast,Sandygast,GHOST,GROUND,320,55,55,80,70,45,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sandy Shocks.png?raw=true
539,Sawk,Sawk,FIGHTING,-,465,75,125,75,30,75,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sandygast.png?raw=true
586,Sawsbuck,Sawsbuck,NORMAL,GRASS,475,80,100,70,60,70,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sawk.png?raw=true
664,Scatterbug,Scatterbug,BUG,-,200,38,35,40,27,25,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sawsbuck.png?raw=true
254,Sceptile,Sceptile,GRASS,-,530,70,85,65,105,85,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scatterbug.png?raw=true
746,School Form,Wishiwashi,WATER,-,620,45,140,130,140,135,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sceptile.png?raw=true
212,Scizor,Scizor,BUG,STEEL,500,70,130,100,55,80,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Wishiwashi.png?raw=true
545,Scolipede,Scolipede,BUG,POISON,485,60,100,89,55,69,112,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scizor.png?raw=true
813,Scorbunny,Scorbunny,FIRE,-,310,50,71,40,40,40,69,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scolipede.png?raw=true
952,Scovillain,Scovillain,GRASS,FIRE,486,65,108,65,108,65,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scorbunny.png?raw=true
560,Scrafty,Scrafty,DARK,FIGHTING,488,65,90,115,45,115,58,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scovillain.png?raw=true
559,Scraggy,Scraggy,DARK,FIGHTING,348,50,75,70,35,70,48,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scrafty.png?raw=true
985,Scream Tail,Scream Tail,FAIRY,PSYCHIC,570,115,65,99,65,115,111,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scraggy.png?raw=true
123,Scyther,Scyther,BUG,FLYING,500,70,110,80,55,80,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scream Tail.png?raw=true
117,Seadra,Seadra,WATER,-,440,55,65,95,95,45,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Scyther.png?raw=true
119,Seaking,Seaking,WATER,-,450,80,92,65,65,80,68,https://github.com/Ajeet58698/Pokemon-images/blob/main/Seadra.png?raw=true
364,Sealeo,Sealeo,ICE,WATER,410,90,60,70,75,70,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Seaking.png?raw=true
273,Seedot,Seedot,GRASS,-,220,40,40,50,30,30,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sealeo.png?raw=true
86,Seel,Seel,WATER,-,325,65,45,55,45,70,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Seedot.png?raw=true
537,Seismitoad,Seismitoad,WATER,GROUND,509,105,95,75,85,75,74,https://github.com/Ajeet58698/Pokemon-images/blob/main/Seel.png?raw=true
741,Sensu Style,Oricorio,GHOST,FLYING,476,75,70,70,98,70,93,https://github.com/Ajeet58698/Pokemon-images/blob/main/Seismitoad.png?raw=true
161,Sentret,Sentret,NORMAL,-,215,35,46,34,35,45,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oricorio.png?raw=true
497,Serperior,Serperior,GRASS,-,528,75,75,95,75,95,113,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sentret.png?raw=true
496,Servine,Servine,GRASS,-,413,60,60,75,60,75,83,https://github.com/Ajeet58698/Pokemon-images/blob/main/Serperior.png?raw=true
336,Seviper,Seviper,POISON,-,458,73,100,60,100,60,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Servine.png?raw=true
540,Sewaddle,Sewaddle,BUG,GRASS,310,45,53,70,40,60,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Seviper.png?raw=true
898,Shadow Rider,Calyrex,PSYCHIC,GHOST,680,100,85,80,165,100,150,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sewaddle.png?raw=true
319,Sharpedo,Sharpedo,WATER,DARK,460,70,120,40,95,40,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Calyrex.png?raw=true
292,Shedinja,Shedinja,BUG,GHOST,236,1,90,45,30,30,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sharpedo.png?raw=true
372,Shelgon,Shelgon,DRAGON,-,420,65,95,100,60,50,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shedinja.png?raw=true
90,Shellder,Shellder,WATER,-,305,30,65,100,45,25,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shelgon.png?raw=true
422,Shellos,Shellos,WATER,-,325,76,48,48,57,62,34,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shellder.png?raw=true
616,Shelmet,Shelmet,BUG,-,305,50,40,85,40,65,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shellos.png?raw=true
681,Shield Forme,Aegislash,STEEL,GHOST,500,60,50,140,50,140,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shelmet.png?raw=true
410,Shieldon,Shieldon,ROCK,STEEL,350,30,42,118,42,88,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Aegislash.png?raw=true
275,Shiftry,Shiftry,GRASS,DARK,480,90,100,60,90,60,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shieldon.png?raw=true
756,Shiinotic,Shiinotic,GRASS,FAIRY,405,60,45,80,90,100,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shiftry.png?raw=true
403,Shinx,Shinx,ELECTRIC,-,263,45,65,34,40,34,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shiinotic.png?raw=true
944,Shroodle,Shroodle,POISON,NORMAL,290,40,65,35,40,35,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shinx.png?raw=true
285,Shroomish,Shroomish,GRASS,-,295,60,40,60,40,60,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shroodle.png?raw=true
213,Shuckle,Shuckle,BUG,ROCK,505,20,10,230,10,230,5,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shroomish.png?raw=true
353,Shuppet,Shuppet,GHOST,-,295,44,75,35,63,33,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shuckle.png?raw=true
561,Sigilyph,Sigilyph,PSYCHIC,FLYING,490,72,58,80,103,80,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shuppet.png?raw=true
266,Silcoon,Silcoon,BUG,-,205,50,35,55,25,25,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sigilyph.png?raw=true
843,Silicobra,Silicobra,GROUND,-,315,52,57,75,35,50,46,https://github.com/Ajeet58698/Pokemon-images/blob/main/Silcoon.png?raw=true
773,Silvally,Silvally,NORMAL,-,570,95,95,95,95,95,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Silicobra.png?raw=true
516,Simipour,Simipour,WATER,-,498,75,98,63,98,63,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Silvally.png?raw=true
512,Simisage,Simisage,GRASS,-,498,75,98,63,98,63,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Simipour.png?raw=true
514,Simisear,Simisear,FIRE,-,498,75,98,63,98,63,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Simisage.png?raw=true
892,Single Strike Style,Urshifu,FIGHTING,DARK,550,100,130,100,63,60,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Simisear.png?raw=true
854,Sinistea,Sinistea,GHOST,-,308,40,45,45,74,54,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Urshifu.png?raw=true
865,Sirfetch'd,Sirfetch'd,FIGHTING,-,507,62,135,95,68,82,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sinistea.png?raw=true
850,Sizzlipede,Sizzlipede,FIRE,BUG,305,50,65,45,50,50,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sirfetch'd.png?raw=true
227,Skarmory,Skarmory,STEEL,FLYING,465,65,80,140,40,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sizzlipede.png?raw=true
911,Skeledirge,Skeledirge,FIRE,GHOST,530,104,75,100,110,75,66,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skarmory.png?raw=true
672,Skiddo,Skiddo,GRASS,-,350,66,65,48,62,57,52,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skeledirge.png?raw=true
188,Skiploom,Skiploom,GRASS,FLYING,340,55,45,50,45,65,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skiddo.png?raw=true
300,Skitty,Skitty,NORMAL,-,260,50,45,45,35,35,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skiploom.png?raw=true
451,Skorupi,Skorupi,POISON,BUG,330,40,50,90,30,55,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skitty.png?raw=true
690,Skrelp,Skrelp,POISON,WATER,320,50,60,60,60,60,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skorupi.png?raw=true
435,Skuntank,Skuntank,POISON,DARK,479,103,93,67,71,61,84,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skrelp.png?raw=true
819,Skwovet,Skwovet,NORMAL,-,275,70,55,55,35,35,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skuntank.png?raw=true
492,Sky Forme,Shaymin,GRASS,FLYING,600,100,103,75,120,75,127,https://github.com/Ajeet58698/Pokemon-images/blob/main/Skwovet.png?raw=true
289,Slaking,Slaking,NORMAL,-,670,150,160,100,95,65,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Shaymin.png?raw=true
287,Slakoth,Slakoth,NORMAL,-,280,60,60,60,35,35,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slaking.png?raw=true
705,Sliggoo,Sliggoo,DRAGON,-,452,68,75,53,83,113,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slakoth.png?raw=true
988,Slither Wing,Slither Wing,BUG,FIGHTING,570,85,135,79,85,105,81,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sliggoo.png?raw=true
80,Slowbro,Slowbro,WATER,PSYCHIC,490,95,75,110,100,80,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slither Wing.png?raw=true
199,Slowking,Slowking,WATER,PSYCHIC,490,95,75,80,100,110,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowbro.png?raw=true
79,Slowpoke,Slowpoke,WATER,PSYCHIC,315,90,65,65,40,40,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowking.png?raw=true
218,Slugma,Slugma,FIRE,-,250,40,40,40,70,40,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slowpoke.png?raw=true
685,Slurpuff,Slurpuff,FAIRY,-,480,82,80,86,85,75,72,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slugma.png?raw=true
710,Small Size,Pumpkaboo,GHOST,GRASS,335,44,66,70,44,55,56,https://github.com/Ajeet58698/Pokemon-images/blob/main/Slurpuff.png?raw=true
711,Small Size,Gourgeist,GHOST,GRASS,494,55,85,122,58,75,99,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pumpkaboo.png?raw=true
235,Smeargle,Smeargle,NORMAL,-,250,55,20,35,20,45,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gourgeist.png?raw=true
928,Smoliv,Smoliv,GRASS,NORMAL,260,41,35,45,58,51,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Smeargle.png?raw=true
238,Smoochum,Smoochum,ICE,PSYCHIC,305,45,30,15,85,65,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Smoliv.png?raw=true
215,Sneasel,Sneasel,DARK,ICE,430,55,95,55,35,75,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Smoochum.png?raw=true
903,Sneasler,Sneasler,FIGHTING,POISON,510,80,130,60,40,80,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sneasel.png?raw=true
495,Snivy,Snivy,GRASS,-,308,45,45,55,45,55,63,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sneasler.png?raw=true
872,Snom,Snom,ICE,BUG,185,30,25,35,45,30,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Snivy.png?raw=true
143,Snorlax,Snorlax,NORMAL,-,540,160,110,65,65,110,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Snom.png?raw=true
361,Snorunt,Snorunt,ICE,-,300,50,50,50,50,50,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Snorlax.png?raw=true
459,Snover,Snover,GRASS,ICE,334,60,62,50,62,60,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Snorunt.png?raw=true
351,Snowy Form,Castform,ICE,-,420,70,70,70,70,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Snover.png?raw=true
209,Snubbull,Snubbull,FAIRY,-,300,60,80,50,40,40,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Castform.png?raw=true
816,Sobble,Sobble,WATER,-,310,50,40,40,70,40,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Snubbull.png?raw=true
791,Solgaleo,Solgaleo,PSYCHIC,STEEL,680,137,137,107,113,89,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sobble.png?raw=true
746,Solo Form,Wishiwashi,WATER,-,175,45,20,20,25,25,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Solgaleo.png?raw=true
577,Solosis,Solosis,PSYCHIC,-,290,45,30,40,105,50,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Wishiwashi.png?raw=true
338,Solrock,Solrock,ROCK,PSYCHIC,460,90,95,85,55,65,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Solosis.png?raw=true
21,Spearow,Spearow,NORMAL,FLYING,262,40,60,30,31,31,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Solrock.png?raw=true
897,Spectrier,Spectrier,GHOST,-,580,100,65,60,145,80,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spearow.png?raw=true
386,Speed Forme,Deoxys,PSYCHIC,-,600,50,95,90,95,90,180,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spectrier.png?raw=true
665,Spewpa,Spewpa,BUG,-,213,45,22,60,27,30,29,https://github.com/Ajeet58698/Pokemon-images/blob/main/Deoxys.png?raw=true
363,Spheal,Spheal,ICE,WATER,290,70,40,50,55,50,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spewpa.png?raw=true
918,Spidops,Spidops,BUG,-,404,60,79,92,52,86,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spheal.png?raw=true
167,Spinarak,Spinarak,BUG,POISON,250,40,60,40,40,40,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spidops.png?raw=true
327,Spinda,Spinda,NORMAL,-,360,60,60,60,60,60,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spinarak.png?raw=true
442,Spiritomb,Spiritomb,GHOST,DARK,485,50,92,108,92,108,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spinda.png?raw=true
325,Spoink,Spoink,PSYCHIC,-,330,60,25,35,70,80,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spiritomb.png?raw=true
906,Sprigatito,Sprigatito,GRASS,-,310,40,61,54,45,45,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spoink.png?raw=true
682,Spritzee,Spritzee,FAIRY,-,341,78,52,60,63,65,23,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sprigatito.png?raw=true
7,Squirtle,Squirtle,WATER,-,314,44,48,65,50,64,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Spritzee.png?raw=true
805,Stakataka,Stakataka,ROCK,STEEL,570,61,131,211,53,101,13,https://github.com/Ajeet58698/Pokemon-images/blob/main/Squirtle.png?raw=true
555,Standard Mode,Darmanitan,FIRE,-,480,105,140,55,30,55,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stakataka.png?raw=true
234,Stantler,Stantler,NORMAL,-,465,73,95,62,85,65,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Darmanitan.png?raw=true
398,Staraptor,Staraptor,NORMAL,FLYING,485,85,120,70,50,60,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stantler.png?raw=true
397,Staravia,Staravia,NORMAL,FLYING,340,55,75,50,40,40,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Staraptor.png?raw=true
396,Starly,Starly,NORMAL,FLYING,245,40,55,30,30,30,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Staravia.png?raw=true
121,Starmie,Starmie,WATER,PSYCHIC,520,60,75,85,100,85,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Starly.png?raw=true
120,Staryu,Staryu,WATER,-,340,30,45,55,70,55,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Starmie.png?raw=true
208,Steelix,Steelix,STEEL,GROUND,510,75,85,200,55,65,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Staryu.png?raw=true
762,Steenee,Steenee,GRASS,-,290,52,40,48,40,48,62,https://github.com/Ajeet58698/Pokemon-images/blob/main/Steelix.png?raw=true
874,Stonjourner,Stonjourner,ROCK,-,470,100,125,135,20,20,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Steenee.png?raw=true
508,Stoutland,Stoutland,NORMAL,-,500,85,110,90,45,90,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stonjourner.png?raw=true
978,Stretchy Form,Tatsugiri,DRAGON,WATER,475,68,50,60,120,95,82,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stoutland.png?raw=true
759,Stufful,Stufful,NORMAL,FIGHTING,340,70,75,50,45,50,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tatsugiri.png?raw=true
618,Stunfisk,Stunfisk,GROUND,ELECTRIC,471,109,66,84,81,99,32,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stufful.png?raw=true
434,Stunky,Stunky,POISON,DARK,329,63,63,47,41,41,74,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stunfisk.png?raw=true
185,Sudowoodo,Sudowoodo,ROCK,-,410,70,100,115,30,65,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Stunky.png?raw=true
245,Suicune,Suicune,WATER,-,580,100,75,115,90,115,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sudowoodo.png?raw=true
192,Sunflora,Sunflora,GRASS,-,425,75,75,55,105,85,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Suicune.png?raw=true
191,Sunkern,Sunkern,GRASS,-,180,30,30,30,30,30,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sunflora.png?raw=true
351,Sunny Form,Castform,FIRE,-,420,70,70,70,70,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sunkern.png?raw=true
710,Super Size,Pumpkaboo,GHOST,GRASS,335,59,66,70,44,55,41,https://github.com/Ajeet58698/Pokemon-images/blob/main/Castform.png?raw=true
711,Super Size,Gourgeist,GHOST,GRASS,494,85,100,122,58,75,54,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pumpkaboo.png?raw=true
283,Surskit,Surskit,BUG,WATER,269,40,30,32,50,52,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gourgeist.png?raw=true
333,Swablu,Swablu,NORMAL,FLYING,310,45,40,60,40,75,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Surskit.png?raw=true
541,Swadloon,Swadloon,BUG,GRASS,380,55,63,90,50,80,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swablu.png?raw=true
317,Swalot,Swalot,POISON,-,467,100,73,83,73,83,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swadloon.png?raw=true
260,Swampert,Swampert,WATER,GROUND,535,100,110,90,85,90,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swalot.png?raw=true
581,Swanna,Swanna,WATER,FLYING,473,75,87,63,87,63,98,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swampert.png?raw=true
277,Swellow,Swellow,NORMAL,FLYING,455,60,85,60,75,50,125,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swanna.png?raw=true
220,Swinub,Swinub,ICE,GROUND,250,50,50,40,30,30,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swellow.png?raw=true
684,Swirlix,Swirlix,FAIRY,-,341,62,48,66,59,57,49,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swinub.png?raw=true
528,Swoobat,Swoobat,PSYCHIC,FLYING,425,67,57,55,77,55,114,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swirlix.png?raw=true
700,Sylveon,Sylveon,FAIRY,-,525,95,65,65,110,130,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Swoobat.png?raw=true
938,Tadbulb,Tadbulb,ELECTRIC,-,272,61,31,41,59,35,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sylveon.png?raw=true
276,Taillow,Taillow,NORMAL,FLYING,270,40,55,30,30,30,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tadbulb.png?raw=true
663,Talonflame,Talonflame,FIRE,FLYING,499,78,81,71,74,69,126,https://github.com/Ajeet58698/Pokemon-images/blob/main/Taillow.png?raw=true
924,Tandemaus,Tandemaus,NORMAL,-,305,50,50,45,40,45,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Talonflame.png?raw=true
114,Tangela,Tangela,GRASS,-,435,65,55,115,100,40,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tandemaus.png?raw=true
465,Tangrowth,Tangrowth,GRASS,-,535,100,100,125,110,50,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tangela.png?raw=true
787,Tapu Bulu,Tapu Bulu,GRASS,FAIRY,570,70,130,115,85,95,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tangrowth.png?raw=true
788,Tapu Fini,Tapu Fini,WATER,FAIRY,570,70,75,115,95,130,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tapu Bulu.png?raw=true
785,Tapu Koko,Tapu Koko,ELECTRIC,FAIRY,570,70,115,85,95,75,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tapu Fini.png?raw=true
786,Tapu Lele,Tapu Lele,PSYCHIC,FAIRY,570,70,85,75,130,115,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tapu Koko.png?raw=true
917,Tarountula,Tarountula,BUG,-,210,35,41,45,29,40,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tapu Lele.png?raw=true
128,Tauros,Tauros,NORMAL,-,490,75,100,95,40,70,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tarountula.png?raw=true
216,Teddiursa,Teddiursa,NORMAL,-,330,60,80,50,50,50,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tauros.png?raw=true
72,Tentacool,Tentacool,WATER,POISON,335,40,40,35,50,100,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Teddiursa.png?raw=true
73,Tentacruel,Tentacruel,WATER,POISON,515,80,70,65,80,120,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tentacool.png?raw=true
498,Tepig,Tepig,FIRE,-,308,65,63,45,45,45,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tentacruel.png?raw=true
639,Terrakion,Terrakion,ROCK,FIGHTING,580,91,129,90,72,90,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tepig.png?raw=true
641,Therian Forme,Tornadus,FLYING,-,580,79,100,80,110,90,121,https://github.com/Ajeet58698/Pokemon-images/blob/main/Terrakion.png?raw=true
642,Therian Forme,Thundurus,ELECTRIC,FLYING,580,79,105,70,145,80,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tornadus.png?raw=true
645,Therian Forme,Landorus,GROUND,FLYING,600,89,145,90,105,80,91,https://github.com/Ajeet58698/Pokemon-images/blob/main/Thundurus.png?raw=true
905,Therian Forme,Enamorus,FAIRY,FLYING,580,74,115,110,135,100,46,https://github.com/Ajeet58698/Pokemon-images/blob/main/Landorus.png?raw=true
828,Thievul,Thievul,DARK,-,455,70,58,58,87,92,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Enamorus.png?raw=true
982,Three-Segment Form,Dudunsparce,NORMAL,-,520,125,100,80,85,75,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Thievul.png?raw=true
538,Throh,Throh,FIGHTING,-,465,120,100,85,30,85,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dudunsparce.png?raw=true
811,Thwackey,Thwackey,GRASS,-,420,70,85,70,55,60,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Throh.png?raw=true
532,Timburr,Timburr,FIGHTING,-,305,75,80,55,25,35,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Thwackey.png?raw=true
1003,Ting-Lu,Ting-Lu,DARK,GROUND,570,155,110,125,55,80,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Timburr.png?raw=true
957,Tinkatink,Tinkatink,FAIRY,STEEL,297,50,45,45,35,64,58,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ting-Lu.png?raw=true
959,Tinkaton,Tinkaton,FAIRY,STEEL,506,85,75,77,70,105,94,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tinkatink.png?raw=true
958,Tinkatuff,Tinkatuff,FAIRY,STEEL,380,65,55,55,45,82,78,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tinkaton.png?raw=true
564,Tirtouga,Tirtouga,WATER,ROCK,355,54,78,103,53,45,22,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tinkatuff.png?raw=true
948,Toedscool,Toedscool,GROUND,GRASS,335,40,40,35,50,100,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tirtouga.png?raw=true
949,Toedscruel,Toedscruel,GROUND,GRASS,515,80,70,65,80,120,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Toedscool.png?raw=true
777,Togedemaru,Togedemaru,ELECTRIC,STEEL,435,65,98,63,40,73,96,https://github.com/Ajeet58698/Pokemon-images/blob/main/Toedscruel.png?raw=true
468,Togekiss,Togekiss,FAIRY,FLYING,545,85,50,95,120,115,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Togedemaru.png?raw=true
175,Togepi,Togepi,FAIRY,-,245,35,20,65,40,65,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Togekiss.png?raw=true
176,Togetic,Togetic,FAIRY,FLYING,405,55,40,85,80,105,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Togepi.png?raw=true
255,Torchic,Torchic,FIRE,-,310,45,60,40,70,50,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Togetic.png?raw=true
324,Torkoal,Torkoal,FIRE,-,470,70,85,140,85,70,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Torchic.png?raw=true
726,Torracat,Torracat,FIRE,-,420,65,85,50,80,50,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Torkoal.png?raw=true
389,Torterra,Torterra,GRASS,GROUND,525,95,109,105,75,85,56,https://github.com/Ajeet58698/Pokemon-images/blob/main/Torracat.png?raw=true
158,Totodile,Totodile,WATER,-,314,50,65,64,44,48,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Torterra.png?raw=true
